Therapeutic_Properties,Evidence_Level,Data_Quality_Score,Data_Source,Interaction_ID,Target_Name,Herb_Name,Compound_Name,Ki_nM,Is_Synthetic,IC50_nM,Species,Confidence_Score,Action_Type
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,525480e8927c6cd1,Amyloid beta,Brahmi,bacoside A,1640.43,1,4464.17,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,509221660bd96823,GABA receptors,Brahmi,bacoside A,1006.51,1,2835.65,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,1577a9b28f030e03,NMDA receptors,Brahmi,bacoside A,575.67,1,1361.3,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,057c0b5e88d828c1,Memory proteins,Brahmi,bacoside A,958.93,1,1700.14,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,b8cdc12aa68e932a,Neuroprotective pathways,Brahmi,hersaponin,774.91,1,2322.29,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,a0b37a03bef2443e,Brain metabolism,Brahmi,hersaponin,1344.29,1,2402.86,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,c9fa2b58d3107577,Memory formation,Brahmi,bacopaside II,148.31,1,183.85,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,3c97985e05b8ef6c,Neurotransmitters,Brahmi,bacopaside II,502.93,1,908.14,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,7b2a1471f696d1fb,Brain function,Brahmi,bacopaside II,268.89,1,785.64,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,2f3335f27bf332a4,Acetylcholinesterase,Brahmi,bacoside A,267.13,1,714.77,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,4febf14ad88092d4,Amyloid beta,Brahmi,bacoside A,1589.0,1,1967.3,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,aef63f2a96ec1287,GABA receptors,Brahmi,bacoside A,1186.08,1,1979.52,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,a3d9acd0459676cc,NMDA receptors,Brahmi,bacoside A,399.56,1,1157.86,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,a0583d581e7ba57e,Memory proteins,Brahmi,bacoside A,1434.42,1,2976.73,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,36cbb17a0a8239fb,Acetylcholinesterase,Brahmi,bacoside A,481.25,1,1070.9,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,8824bb531da38bd6,Amyloid beta,Brahmi,bacoside A,1861.11,1,4726.24,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,37b14d3355cdb8a1,GABA receptors,Brahmi,bacoside A,60.12,1,155.86,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,ea42e8242e82798a,NMDA receptors,Brahmi,bacoside A,1909.13,1,2843.81,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,9db4189b1c62be77,Memory proteins,Brahmi,bacoside A,85.19,1,130.15,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,36eae510b925360e,Neuroprotective pathways,Brahmi,hersaponin,882.58,1,2148.41,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,74fab20a9ca7bec6,Brain metabolism,Brahmi,hersaponin,1331.64,1,2865.6,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,ae573120b371a32c,Neuroprotective pathways,Brahmi,hersaponin,1403.52,1,1887.7,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,98cc76f4a8253e40,Brain metabolism,Brahmi,hersaponin,389.78,1,1163.65,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,b812af348b15e9f8,Acetylcholinesterase,Brahmi,bacoside A,782.93,1,1865.97,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,ed7fe8825045a442,Amyloid beta,Brahmi,bacoside A,819.39,1,2071.66,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,0778da24d96e6808,GABA receptors,Brahmi,bacoside A,1840.8,1,4103.91,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,5715653d0b9a0329,NMDA receptors,Brahmi,bacoside A,302.67,1,423.68,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,9d2ae2b6021d2fd9,Memory proteins,Brahmi,bacoside A,443.07,1,896.71,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,85cd398522b42dcb,Acetylcholinesterase,Brahmi,bacopaside I,504.06,1,1392.65,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,0ee07d0c9c7e625f,Cognitive function,Brahmi,bacopaside I,1780.43,1,4265.09,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,f248aa6998463115,Neurotransmitters,Brahmi,bacopaside I,1338.73,1,3656.91,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,c54f04d25773bdf6,Acetylcholinesterase,Brahmi,bacoside A,913.48,1,1407.06,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,f20283b059e7457a,Amyloid beta,Brahmi,bacoside A,142.18,1,275.57,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,b78fd9077312e6f7,GABA receptors,Brahmi,bacoside A,1967.29,1,3157.01,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,e4712d8940d9f839,NMDA receptors,Brahmi,bacoside A,189.54,1,329.91,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,baf3103e1ad89a07,Memory proteins,Brahmi,bacoside A,606.77,1,1366.35,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,f7245aa6f11d1e73,Acetylcholinesterase,Brahmi,bacoside A,1971.64,1,2782.69,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,70eb2c8304f6339a,Amyloid beta,Brahmi,bacoside A,935.81,1,2178.64,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,5ad5295e862591da,GABA receptors,Brahmi,bacoside A,1237.79,1,3700.51,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,fd6c0c73b04502a2,NMDA receptors,Brahmi,bacoside A,483.72,1,1211.0,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,51b99f426c4e91a3,Memory proteins,Brahmi,bacoside A,1679.3,1,4178.1,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,5c70bbb1980b86e4,Acetylcholinesterase,Brahmi,bacoside A,1142.6,1,2026.82,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,6a230fbb7bb67bc2,Amyloid beta,Brahmi,bacoside A,899.75,1,2392.28,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,e459220394c60018,GABA receptors,Brahmi,bacoside A,184.12,1,233.62,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,8d17fc8418591320,NMDA receptors,Brahmi,bacoside A,591.5,1,1430.2,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,44b7a727cb7c4b56,Memory proteins,Brahmi,bacoside A,253.76,1,676.55,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,9a24af2863de3ae3,Neuroprotective pathways,Brahmi,hersaponin,1775.01,1,3242.78,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,ce189947e3992964,Brain metabolism,Brahmi,hersaponin,1655.38,1,4948.32,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,e53e46c2e64a0f2d,Acetylcholinesterase,Brahmi,bacoside A,1405.47,1,2852.04,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,25b79f993ef234bc,Amyloid beta,Brahmi,bacoside A,786.39,1,1498.46,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,0ad2526ef2112e03,GABA receptors,Brahmi,bacoside A,662.35,1,872.45,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,f8b6680f8f9a748a,NMDA receptors,Brahmi,bacoside A,528.27,1,1084.25,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,9d89404fb0c4aa84,Memory proteins,Brahmi,bacoside A,1190.72,1,1745.75,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,81eaabc33a662a74,Memory formation,Brahmi,bacopaside II,401.38,1,750.95,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,d54a80092845a0fc,Neurotransmitters,Brahmi,bacopaside II,1607.43,1,4405.97,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,a21f752f890bc453,Brain function,Brahmi,bacopaside II,201.89,1,292.73,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,9ef9c6b226a50cd6,Memory formation,Brahmi,bacopaside II,376.39,1,929.4,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,97a6dc2c41dc2ca3,Neurotransmitters,Brahmi,bacopaside II,1850.79,1,5178.88,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,22c44f099539638f,Brain function,Brahmi,bacopaside II,696.76,1,2013.19,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,b025d1841d4c53d6,Memory formation,Brahmi,bacopaside II,1739.33,1,3561.9,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,40e7e7c705460b27,Neurotransmitters,Brahmi,bacopaside II,1779.49,1,2919.09,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,83d80b6b66e72eb9,Brain function,Brahmi,bacopaside II,328.53,1,616.23,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,d52098deaf6fc4e9,Memory formation,Brahmi,bacopaside II,752.75,1,1593.94,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,4187f14db9c27e1b,Neurotransmitters,Brahmi,bacopaside II,1501.57,1,3983.7,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,3dafa1656f5546c2,Brain function,Brahmi,bacopaside II,474.92,1,1291.63,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,6bdc80bd3b060d4b,Acetylcholinesterase,Brahmi,bacoside A,282.88,1,830.85,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,9c9e33457087b12b,Amyloid beta,Brahmi,bacoside A,1668.38,1,4702.6,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,dd8a7ccfc0760f02,GABA receptors,Brahmi,bacoside A,874.1,1,2617.88,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,8b4ee5a1c65f7335,NMDA receptors,Brahmi,bacoside A,1269.53,1,3534.2,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,c7a7b06683178624,Memory proteins,Brahmi,bacoside A,1327.35,1,3094.15,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,339416b24173896e,Acetylcholinesterase,Brahmi,bacopaside I,1744.12,1,4890.49,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,1ac54310a5b7f9e2,Cognitive function,Brahmi,bacopaside I,1376.86,1,4127.87,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,c25b155cc67e8959,Neurotransmitters,Brahmi,bacopaside I,534.67,1,1451.37,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,09ef054a8e75e5c3,Memory formation,Brahmi,bacopaside II,548.42,1,882.7,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,9697cb45f68e1f10,Neurotransmitters,Brahmi,bacopaside II,1911.03,1,2441.64,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,cb09ba9b7a3aaca9,Brain function,Brahmi,bacopaside II,1664.16,1,4796.82,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,788951ce27478396,Neuroprotective pathways,Brahmi,hersaponin,1255.06,1,3513.13,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,694b8c3d3680a8c7,Brain metabolism,Brahmi,hersaponin,1434.68,1,2796.81,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,c32faaaa08792b2a,Memory formation,Brahmi,bacopaside II,361.79,1,625.0,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,1d0cb6477befbf90,Neurotransmitters,Brahmi,bacopaside II,1808.7,1,4658.99,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,3f1780186a38a711,Brain function,Brahmi,bacopaside II,1678.07,1,4768.07,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,9d023d7d97518b27,Acetylcholinesterase,Brahmi,bacoside A,1222.3,1,3372.97,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,6808611bd7653131,Amyloid beta,Brahmi,bacoside A,617.63,1,1173.22,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,19f81d8fe20da372,GABA receptors,Brahmi,bacoside A,1617.65,1,2278.03,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,03dac07f9c35740f,NMDA receptors,Brahmi,bacoside A,1567.14,1,3501.32,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,df977d3bac7c3041,Memory proteins,Brahmi,bacoside A,1832.88,1,4749.43,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,69b0b2c6a0f835ec,Acetylcholinesterase,Brahmi,bacopaside I,1119.51,1,2972.69,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,9f40efa97cf5640b,Cognitive function,Brahmi,bacopaside I,112.74,1,162.64,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,4a1829f871896d84,Neurotransmitters,Brahmi,bacopaside I,56.06,1,131.55,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,00417078363f02c5,Acetylcholinesterase,Brahmi,bacoside A,1851.74,1,4842.73,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,4f3f11b55e80c5cb,Amyloid beta,Brahmi,bacoside A,362.21,1,456.23,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,990fedca43f57f2a,GABA receptors,Brahmi,bacoside A,50.91,1,67.58,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,a5ef18bd258c0538,NMDA receptors,Brahmi,bacoside A,1540.63,1,2961.3,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,6aebc07e4b2dbc19,Memory proteins,Brahmi,bacoside A,439.51,1,1247.86,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,ecb371516d8e6a33,Acetylcholinesterase,Brahmi,bacoside A,616.07,1,1506.16,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,88c17bb8bf7da5ff,Amyloid beta,Brahmi,bacoside A,1864.45,1,4390.13,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,56c3871cd7afcf46,GABA receptors,Brahmi,bacoside A,1279.13,1,2769.44,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,435eed8d2888ae66,NMDA receptors,Brahmi,bacoside A,1388.34,1,4100.9,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,4a0ed1ac5c741b45,Memory proteins,Brahmi,bacoside A,889.0,1,1841.99,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,f6a3b8daa8ca6e04,Acetylcholinesterase,Brahmi,bacopaside I,1625.28,1,2769.61,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,cf67cbc6a5d21e8b,Cognitive function,Brahmi,bacopaside I,1384.86,1,2249.74,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,914e055cca61fb8f,Neurotransmitters,Brahmi,bacopaside I,19.87,1,43.41,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,19455c7f1e3f86b2,Memory formation,Brahmi,bacopaside II,473.96,1,687.45,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,6a91e36055c1c7de,Neurotransmitters,Brahmi,bacopaside II,1917.32,1,4058.77,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,e98cee72316f7187,Brain function,Brahmi,bacopaside II,1748.14,1,3466.94,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,78b48515e2f7c7c8,Acetylcholinesterase,Brahmi,bacoside A,776.96,1,1427.13,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,237bbf53a89f0e80,Amyloid beta,Brahmi,bacoside A,601.14,1,1630.4,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,6b549a55a2746463,GABA receptors,Brahmi,bacoside A,872.07,1,2066.41,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,cf6a7a02b538bf87,NMDA receptors,Brahmi,bacoside A,1004.43,1,2744.43,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,31ab2ba4fac96139,Memory proteins,Brahmi,bacoside A,948.46,1,1936.47,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,7c79d5be3c5135e3,Acetylcholinesterase,Brahmi,bacoside A,1080.67,1,1541.0,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,baabefc8e7408e95,Amyloid beta,Brahmi,bacoside A,721.5,1,1747.18,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,8a2dbdde0c68ae2c,GABA receptors,Brahmi,bacoside A,1034.03,1,2129.85,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,b27ca2f7a1cef348,NMDA receptors,Brahmi,bacoside A,1616.06,1,2577.49,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,e8c71f9e4e50e2eb,Memory proteins,Brahmi,bacoside A,529.68,1,1471.09,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,e4e1469b88b13a9f,Acetylcholinesterase,Brahmi,bacoside A,36.89,1,58.67,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,ba02abb5015cb05b,Amyloid beta,Brahmi,bacoside A,1381.93,1,2728.12,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,dc39ca0e52691934,GABA receptors,Brahmi,bacoside A,1214.2,1,2542.64,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,6507d09846bc807c,NMDA receptors,Brahmi,bacoside A,96.22,1,144.21,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,be822aac30612f09,Memory proteins,Brahmi,bacoside A,1252.76,1,2399.92,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,d53073ff49e5c671,Acetylcholinesterase,Brahmi,bacoside A,1553.76,1,3231.44,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,370a00c9f6a41c32,Amyloid beta,Brahmi,bacoside A,1551.63,1,3470.52,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,ac8d186e18cf9476,GABA receptors,Brahmi,bacoside A,1552.16,1,3421.89,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,d4a0a5ea1e067460,NMDA receptors,Brahmi,bacoside A,216.9,1,376.52,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,9780d3d8ab106ca8,Memory proteins,Brahmi,bacoside A,1290.56,1,3537.41,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,a047883f6486f531,Memory formation,Brahmi,bacopaside II,939.48,1,1781.17,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,e93624385656c4a9,Neurotransmitters,Brahmi,bacopaside II,988.01,1,2228.81,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,3b15b55069effb3e,Brain function,Brahmi,bacopaside II,340.73,1,806.91,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,4404e3a6c7eaa831,Neuroprotective pathways,Brahmi,hersaponin,1067.71,1,2975.33,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,98c0e5b297330ae3,Brain metabolism,Brahmi,hersaponin,1674.46,1,4673.72,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,ce314238f497e481,Acetylcholinesterase,Brahmi,bacoside A,1427.32,1,2520.08,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,447890a63889a780,Amyloid beta,Brahmi,bacoside A,1063.41,1,2478.07,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,27f2d58691078c60,GABA receptors,Brahmi,bacoside A,887.19,1,2082.37,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,a59fc863ced41191,NMDA receptors,Brahmi,bacoside A,352.16,1,625.78,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,d8f8adf1a0a2264d,Memory proteins,Brahmi,bacoside A,1138.41,1,2710.17,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,c583bd289f21f244,Acetylcholinesterase,Brahmi,bacoside A,1936.74,1,4665.11,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,d98c92c8050d8f91,Amyloid beta,Brahmi,bacoside A,460.35,1,1089.04,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,627f27dd17e979c9,GABA receptors,Brahmi,bacoside A,1965.9,1,2946.48,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,32484b3ac478c3ad,NMDA receptors,Brahmi,bacoside A,1316.14,1,3587.34,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,79c6b7831f9ce38c,Memory proteins,Brahmi,bacoside A,1548.08,1,3578.68,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,5eae08d9a059af33,Neuroprotective pathways,Brahmi,hersaponin,773.66,1,2023.53,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,7d0a519dad8a5139,Brain metabolism,Brahmi,hersaponin,572.49,1,1511.52,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,82dfbb58e27e56d6,Memory formation,Brahmi,bacopaside II,604.0,1,1334.72,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,8c5f8a854299e642,Neurotransmitters,Brahmi,bacopaside II,1399.62,1,1814.97,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,22e0db8564693aa1,Brain function,Brahmi,bacopaside II,778.6,1,1804.52,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,04a6835d12c2e5f7,Acetylcholinesterase,Brahmi,bacoside A,824.59,1,2131.45,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,b433aff52b387cc2,Amyloid beta,Brahmi,bacoside A,172.88,1,320.5,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,e4aa71de0ca23e78,GABA receptors,Brahmi,bacoside A,166.49,1,380.93,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,91a9528d8e2db111,NMDA receptors,Brahmi,bacoside A,992.12,1,2169.24,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,5f130f351a560890,Memory proteins,Brahmi,bacoside A,214.87,1,495.45,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,3e19a5ae16aef95d,Acetylcholinesterase,Brahmi,bacopaside I,1436.32,1,3725.75,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,22c725a300ca1ee2,Cognitive function,Brahmi,bacopaside I,136.08,1,342.79,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,9069fa8100c197ed,Neurotransmitters,Brahmi,bacopaside I,1406.46,1,3709.83,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,6aea1e545d7fbe6d,Memory formation,Brahmi,bacopaside II,1108.48,1,2078.45,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,aa4547989ff22769,Neurotransmitters,Brahmi,bacopaside II,1086.35,1,2704.51,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,4df4acf1d51678f1,Brain function,Brahmi,bacopaside II,1541.28,1,2981.34,,,
"neuroprotective, nootropic, antioxidant",augmented,0.56,Super_Augmentation,dab0af547f13bd22,Acetylcholinesterase,Brahmi,bacoside A,645.34,1,1224.9,,,
"adaptogenic, anti-inflammatory, immunomodulatory",augmented,0.56,Super_Augmentation,a2c2b32cae1b14dd,COX-2,Holy Basil,ursolic acid,349.14,1,670.59,,,
"adaptogenic, anti-inflammatory, immunomodulatory",augmented,0.56,Super_Augmentation,3a80a88442aad4aa,STAT3,Holy Basil,ursolic acid,336.22,1,512.59,,,
"adaptogenic, anti-inflammatory, immunomodulatory",augmented,0.56,Super_Augmentation,ffed64337efbab4b,Apoptosis pathways,Holy Basil,ursolic acid,1369.47,1,2318.73,,,
"adaptogenic, anti-inflammatory, immunomodulatory",augmented,0.56,Super_Augmentation,65bf27ea68965b2f,COX-2,Holy Basil,eugenol,656.84,1,1519.96,,,
"adaptogenic, anti-inflammatory, immunomodulatory",augmented,0.56,Super_Augmentation,31520c933bdf90d3,NF-kB,Holy Basil,eugenol,1675.34,1,2582.45,,,
"adaptogenic, anti-inflammatory, immunomodulatory",augmented,0.56,Super_Augmentation,573bd35af5f4559b,Cortisol receptor,Holy Basil,eugenol,366.82,1,800.88,,,
"adaptogenic, anti-inflammatory, immunomodulatory",augmented,0.56,Super_Augmentation,dcb2be9900cff72d,GABA,Holy Basil,eugenol,1055.31,1,1399.36,,,
"adaptogenic, anti-inflammatory, immunomodulatory",augmented,0.56,Super_Augmentation,afd92c743572abac,COX-2,Holy Basil,eugenol,827.37,1,2423.74,,,
"adaptogenic, anti-inflammatory, immunomodulatory",augmented,0.56,Super_Augmentation,8d4c6a5ac0ab3fc3,NF-kB,Holy Basil,eugenol,114.14,1,252.83,,,
"adaptogenic, anti-inflammatory, immunomodulatory",augmented,0.56,Super_Augmentation,684d4b82118264e6,Cortisol receptor,Holy Basil,eugenol,1949.33,1,4316.84,,,
"adaptogenic, anti-inflammatory, immunomodulatory",augmented,0.56,Super_Augmentation,3a1b7b4502d150b1,GABA,Holy Basil,eugenol,1994.51,1,2393.54,,,
